,image,url,etoile,Nom,Telephone,Adress,Façon Cuisine,Description,Derssert,étoils cusine,Website,href,Ville,codePosttal,Coordinates
29,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/67608f7da28f40c5a99067824a202a34.jpeg,/fr/fr/auvergne-rhone-alpes/aubenas/restaurant/notes-de-saveurs,Gourmande, Notes de Saveurs,+33 4 75 93 94 46,"16 rue Nationale, Aubenas, 07200, France",Cuisine moderne,"Assis dans la salle voûtée en pierre, face aux ruines de l'ancien couvent bénédictin, on savoure une cuisine où les produits de qualité ont la part belle : dans l'assiette, c'est généreux, gourmand, parfumé et original. Une adresse conviviale et agréable, qui mérite amplement son succès !",Une cuisine de qualité,0,https://guide.michelin.com/fr/fr/selection/france/restaurants,/fr/fr/auvergne-rhone-alpes/aubenas/restaurant/notes-de-saveurs, Aubenas,7200,"[4.387303, 44.621552]"
30,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/6d8b513c04414e3f8f7141b8f960c2eb.jpg,/fr/fr/auvergne-rhone-alpes/augerolles/restaurant/les-chenes,Gourmande, Les Chênes,+33 4 73 53 50 34,"Route de Courpière, Augerolles, 63930, France",Cuisine traditionnelle,"Un vent de fraîcheur souffle sur cette adresse familiale (depuis 1975) avec l'arrivée derrière les fourneaux du fils, Léo, passé par de belles maisons. Toujours entourée par les forêts et les monts du Forez, la décoration a été revue et la cuisine traditionnelle, qui fait la part belle aux produits de la région (viandes, champignons, fromages…), a été modernisée par touches bien senties.",Une cuisine de qualité,0,https://www.restaurant-les-chenes.com/,/fr/fr/auvergne-rhone-alpes/augerolles/restaurant/les-chenes, Augerolles,63930,"[3.616197, 45.723136]"
31,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/437b0a564e454e5fbdd95d6a918ab220.jpeg,/fr/fr/auvergne-rhone-alpes/aurillac/restaurant/le-cromesquis,Gourmande, Le Cromesquis,+33 4 71 62 34 80,"1 rue du Salut, Aurillac, 15000, France",Cuisine moderne,"Après un joli parcours dans des tables étoilées en Suisse, le chef est revenu aux sources : son épouse est originaire de la région. Dans ce lieu atypique – une ancienne forge réaménagée à grand renfort de bois, béton et baies vitrées –, il propose des recettes modernes et goûteuses... avec, bien entendu, un cromesquis proposé chaque jour parmi les entrées !",Une cuisine de qualité,0,https://www.restaurant-cromesquis.fr/,/fr/fr/auvergne-rhone-alpes/aurillac/restaurant/le-cromesquis, Aurillac,15000,"[2.446207, 44.929452]"
32,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/b05863bfa7e443a7aacd8f5c53a9c87f.jpeg,/fr/fr/auvergne-rhone-alpes/autrans/restaurant/les-tilleuls,Gourmande, Les Tilleuls,+33 4 76 95 32 34,"111 rue de Puilboreau, Autrans-Méaudre en Vercors, 38880, France",Cuisine traditionnelle,"Une pimpante auberge familiale tenue aujourd'hui par la cinquième génération. Le chef signe une cuisine traditionnelle en utilisant les bons produits du terroir : champignons, noix de Grenoble, truite et omble, bleu du Vercors, Chartreuse verte... On apprécie ces plats savoureux dans une salle où l'esprit montagnard se fait contemporain et lumineux.",Une cuisine de qualité,0,https://www.hotel-tilleuls.com/accueil.htm,/fr/fr/auvergne-rhone-alpes/autrans/restaurant/les-tilleuls, Autrans-Méaudre en Vercors,38880,"[5.546004, 45.175639]"
33,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/a80aea8dbf5846409faf67987fdb0123.jpeg,/fr/fr/auvergne-rhone-alpes/autrans/restaurant/palegrie-chez-l-henri,Gourmande, Palégrié Chez l'Henri,+33 4 76 46 07 83,"66 rue de la Tour, Autrans-Méaudre en Vercors, 38112, France","Cuisine créative, Cuisine moderne","Dans cette grange familiale aménagée dans l'esprit d'une table d'hôtes, la passion de Guillaume Monjuré reste intacte. Affectionnant les cuissons à la braise, il a installé son four à bois à la vue des convives. Brute et naturelle, sa cuisine n'en demeure pas moins personnelle et créative. Il sublime les végétaux et les produits de la pisciculture locale, à l'image de cet omble ikejime maturé une quinzaine de jours, accompagné de courgettes et d'herbes du jardin. Ce cuisinier libre ne s'interdit pas pour autant quelques détours du côté de la Méditerranée, comme en témoigne ce crabe bleu agrémenté de laitue, raifort et livèche. Les menus peuvent changer quotidiennement. La sélection pointue de vins, notamment bio et nature, est parfaitement conseillée avec le sourire par Chrystel, qui connaît ses crus sur le bout des doigts. Un projet de vie et de cuisine, authentique et touchant.",Une cuisine de qualité,0,https://palegrie.fr/,/fr/fr/auvergne-rhone-alpes/autrans/restaurant/palegrie-chez-l-henri, Autrans-Méaudre en Vercors,38112,"[5.528384, 45.126902]"
34,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/ae32262e1e0e42c683a7eaa368e6ae9d.jpeg,/fr/fr/auvergne-rhone-alpes/bagnols/restaurant/1217,Gourmande, 1217,+33 4 74 71 40 00,"Le Bourg, Bagnols, 69620, France",Cuisine moderne,"Un cadre d'exception que ce superbe château médiéval, qui semble cultiver des fastes immémoriaux... Sous le patronage d'une immense cheminée gothique délicatement sculptée, on s’attable pour un repas d'une belle finesse. En dessert, on craque pour la fraise rhubarbe : croustillant à la fraise - panna cotta à la sarriette - compotée de fraises fraîches rafraîchie de son sorbet… un délice.",Une cuisine de qualité,0,https://www.chateaudebagnols.com,/fr/fr/auvergne-rhone-alpes/bagnols/restaurant/1217, Bagnols,69620,"[4.612026, 45.921319]"
35,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/939ac03e75f14ab38a60d913b03e5b23.jpeg,/fr/fr/auvergne-rhone-alpes/baix_1516672/restaurant/epona-1205894,Gourmande, Epona,+33 7 86 53 07 51,"928 route de Chomérac, Baix, 07210, France",Cuisine traditionnelle,"Déesse gauloise des voyageurs et de l’abondance, Epona veille sur cet établissement ardéchois accueillant et bien situé, entre Valence et Montélimar. Le soir et le weekend, on s’attable face à un menu sans choix et une carte de saison brève et appétissante. Rustique et chaleureuse comme il la définit lui-même, la cuisine du chef s’enracine dans le terroir local. Avec de vrais jus et de jolies présentations, ses assiettes sentent le bon tour de main : velouté froid de courgette et saumon gravlax ; poitrine de cochon confite, légumes de saison. Le midi, uniquement un menu du jour.",Une cuisine de qualité,0,http://restaurant-epona.fr,/fr/fr/auvergne-rhone-alpes/baix_1516672/restaurant/epona-1205894, Baix,7210,"[4.738438, 44.718064]"
36,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/e2a88dea32024164b38fc378dcea680e.jpeg,/fr/fr/auvergne-rhone-alpes/beauvoir-en-royans/restaurant/au-romans-du-vercors,Gourmande, Au Roman du Vercors,+33 4 76 64 75 95,"1 ancienne route de Presles, Beauvoir-en-Royans, 38160, France",Cuisine moderne,"C'est à flanc de Vercors, sur le site médiéval classé de l'ancien couvent des Carmes (avec son musée, son jardin et son verger conservatoire de variétés fruitières du Sud Grésivaudan), que l'on est reçu par le chef et son épouse. Au programme, une cuisine du marché qui met en valeur les produits de saison et régionaux, à déguster dans une salle habillée de claies qui rappellent les séchoirs à noix, ou sur l'agréable terrasse ombragée.",Une cuisine de qualité,0,https://www.restaurant-roman-du-vercors.com/,/fr/fr/auvergne-rhone-alpes/beauvoir-en-royans/restaurant/au-romans-du-vercors, Beauvoir-en-Royans,38160,"[5.339543, 45.120778]"
37,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/2e6ce899d0be460c96097995a12a690a.jpeg,/fr/fr/auvergne-rhone-alpes/bellerive-sur-allier/restaurant/chateau-du-bost,Gourmande, Château du Bost,+33 4 70 59 59 59,"27 rue de Beauséjour, Bellerive-sur-Allier, 03700, France",Cuisine moderne,"À quelques minutes de Vichy, dans un parc très paisible, ce château avec tours et douves en eau (15e-19e s.) décline un décor contemporain et cosy, complété d’une belle terrasse, et de quelques chambres confortables. Le restaurant au cadre épuré sert une goûteuse cuisine de saison allant à l’essentiel.",Une cuisine de qualité,0,https://chateau-du-bost.com/,/fr/fr/auvergne-rhone-alpes/bellerive-sur-allier/restaurant/chateau-du-bost, Bellerive-sur-Allier,3700,"[3.392781, 46.112034]"
38,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/9fd58e3e823d4dd2a27135760589f695.jpeg,/fr/fr/auvergne-rhone-alpes/belley/restaurant/la-fine-fourchette,Gourmande, La Fine Fourchette,+33 4 79 81 59 33,"2500 avenue du Bugey, à Virignin, Belley, 01300, France",Cuisine moderne,"Superbe vue sur le canal du Rhône et décor élégant pour cette adresse bugiste bien connue. Les assiettes font la part belle aux produits de l'Ain, servis avec générosité dans un style actuel bien maîtrisé par le chef, lequel propose des associations de saveurs harmonieuses et des présentations soignées. Mention spéciale pour le dessert autour de la fraise, qui saura ravir les fines bouches…",Une cuisine de qualité,0,https://www.restaurantlafinefourchette.fr/,/fr/fr/auvergne-rhone-alpes/belley/restaurant/la-fine-fourchette, Belley,1300,"[5.709604, 45.724151]"
39,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/b863d01dbcc649fb99cec73203517215.jpeg,/fr/fr/auvergne-rhone-alpes/bonne_1509578/restaurant/baud,Gourmande, Baud,+33 4 50 39 20 15,"181 avenue du Léman, Bonne, 74380, France",Cuisine créative,"Cet hôtel-restaurant familial est une valeur sûre. Tandis que le décor joue la carte du contemporain (moquette zébrée, murs et plafond dans les tons rouge carmin), la cuisine navigue entre tradition et modernité, à travers un menu mystère en plusieurs séquences. Terrasse sous pergola au bord de la rivière, et chambres agréables pour l'étape.",Une cuisine de qualité,0,http://www.hotel-baud.com,/fr/fr/auvergne-rhone-alpes/bonne_1509578/restaurant/baud, Bonne,74380,"[6.319521, 46.168216]"
40,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/e2ceb92bc1e14cda907a2e6743898136.jpeg,/fr/fr/auvergne-rhone-alpes/bossey/restaurant/la-ferme-de-l-hospital,Gourmande, La Ferme de l'Hospital,+33 4 50 43 61 43,"272 rue de la Mollard, Bossey, 74160, France",Cuisine classique,"Les années passent... mais la tradition perdure dans cette maison réputée située à la frontière franco-suisse : salle élégante et chaleureuse, argenterie, service attentionné. Sur des bases classiques, le chef concocte des assiettes soignées et pleines de saveurs : ravioli de canard et foie gras, noisette de cerf au lard et sauce poivrade... Un très bon moment.",Une cuisine de qualité,0,http://www.ferme-hospital.fr,/fr/fr/auvergne-rhone-alpes/bossey/restaurant/la-ferme-de-l-hospital, Bossey,74160,"[6.162045, 46.153678]"
41,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/b0d65af4e37c4777965349575966760c.jpeg,/fr/fr/auvergne-rhone-alpes/bourg-en-bresse/restaurant/l-auberge-bressane,Gourmande, L'Auberge Bressane,+33 4 74 22 22 68,"166 boulevard de Brou, Bourg-en-Bresse, 01000, France",Cuisine classique,"Cette véritable institution fait la part belle aux spécialités régionales : cuisses de grenouilles fraîches, volaille de Bresse à la broche ou à la crème, et bien sûr l'incontournable quenelle de brochet, un modèle du genre. Terrasse avec vue sur l'église du monastère royal de Brou.",Une cuisine de qualité,0,https://www.aubergebressane.fr/,/fr/fr/auvergne-rhone-alpes/bourg-en-bresse/restaurant/l-auberge-bressane, Bourg-en-Bresse,1000,"[5.235127, 46.197789]"
42,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/ae7dd64ef15e41d186fadeea806f36cb.jpeg,/fr/fr/auvergne-rhone-alpes/bourg-en-bresse/restaurant/place-bernard,Gourmande, Place Bernard,+33 4 74 45 29 11,"19 place Bernard, Bourg-en-Bresse, 01000, France",Cuisine traditionnelle,"Sous la houlette de Georges Blanc, cette imposante maison 1900 abrite une jolie brasserie ornée d'une fresque à la gloire de la dynastie familiale. Dans l'assiette, on retrouve avec plaisir le répertoire régional : volaille de Bresse à la crème, cuisses de grenouilles en persillade, quenelle de Brochet ""comme à Nantua""... Agréable terrasse-véranda.",Une cuisine de qualité,0,https://placebernard.com/fr,/fr/fr/auvergne-rhone-alpes/bourg-en-bresse/restaurant/place-bernard, Bourg-en-Bresse,1000,"[5.228508, 46.206399]"
43,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/7f03c847e3eb42ce9bd60743303c1346.jpeg,/fr/fr/auvergne-rhone-alpes/bourg-en-bresse/restaurant/scratch-restaurant,Gourmande, Scratch Restaurant,+33 4 27 53 49 86,"2 bis rue Gustave-Doré, Bourg-en-Bresse, 01000, France",Cuisine moderne,"Adhérents au mouvement Slowfood, Estelle et Andréas Baehr sont des passionnés qui mettent en avant de beaux produits frais, bio et locaux, dans l’assiette comme lors du service, grâce à la pédagogie mise en œuvre par la maîtresse de maison. Parfaitement équilibrés et ficelés, les menus uniques, au déjeuner comme au dîner, administrent une véritable leçon gourmande où rien ne manque, à l’image de ce plat d’asperges blanches et vertes cuites à la flamme, accompagnées d'un jaune d'œuf, d'ail noir confit et d’une crème fraîche d'Etrez bousculée par quelques pointes d’agrumes. Bons conseils sur les vins, d'obédience naturelle.",Étoile Verte MICHELIN,Étoile Verte MICHELIN,https://scratchrestaurant.fr/,/fr/fr/auvergne-rhone-alpes/bourg-en-bresse/restaurant/scratch-restaurant, Bourg-en-Bresse,1000,"[5.225331, 46.203404]"
44,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/53b572f21bb84424b37ab626bd87352f.jpg,/fr/fr/auvergne-rhone-alpes/bourgoin-jallieu_1509640/restaurant/monsieur-b,Gourmande, Monsieur B,+33 9 70 66 15 11,"80 rue de la Liberté, Bourgoin-Jallieu, 38300, France",Cuisine moderne,"Une bonne cuisine bistronomique sans esbroufe, fraîche et savoureuse signée par un jeune chef. Le menu du midi change chaque semaine, celui du soir, chaque mois en suivant le marché et les saisons. Un exemple ? Une entrée simplissime et goûteuse à l'image de ces petits pois, thon rouge et kiwi. Adresse de bistrot convivial situé en plein centre-ville piéton.",Une cuisine de qualité,0,https://monsieurb-restaurant.com/,/fr/fr/auvergne-rhone-alpes/bourgoin-jallieu_1509640/restaurant/monsieur-b, Bourgoin-Jallieu,38300,"[5.278323, 45.588808]"
45,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/408b782fc25c45d0b08b4382ff9ce8dc.jpeg,/fr/fr/auvergne-rhone-alpes/bozel_1509662/restaurant/achillee,Gourmande, Achillée,+33 4 57 37 28 55,"87 rue Jean-Jaurès, Bozel, 73350, France",Cuisine régionale,"Pieter Riedijk, l’ancien chef du Montgomerie (K2 Altitude), est descendu de Courchevel pour ouvrir ce bistrot de ""cuisine de partage"" au décor rustique chaleureux, centré sur de bons produits cuisinés simplement, dans un esprit ""terroir et convivialité"" : marmelade de cèpes et aubergine ; pièce de cochon rôti, pommes paille et béarnaise minute ; meringue à la rhubarbe... Souhaitant profiter davantage des richesses offertes par la région au printemps et à l'été, il sélectionne des produits fermiers des environs et pratique la cueillette. L'adresse qui manquait dans la vallée !",Une cuisine de qualité,0,http://www.restaurant-achillee.com,/fr/fr/auvergne-rhone-alpes/bozel_1509662/restaurant/achillee, Bozel,73350,"[6.649817, 45.442754]"
46,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/c72553ca3dbc4c33b659488a6bcc1687.jpeg,/fr/fr/auvergne-rhone-alpes/bressieux/restaurant/auberge-du-chateau,Gourmande, Auberge du Château,+33 4 74 20 91 01,"67 montée du Château, Bressieux, 38870, France",Cuisine moderne,"Christèle et Xavier Vanheule, passionnés de cuisine et de bons vins, donnent le meilleur d’eux-mêmes pour faire de leur auberge une belle maison. Les produits viennent des fermes environnantes et débordent de fraîcheur. Tout en contemplant les monts du Lyonnais, on se régale de plats aux saveurs bien marquées, comme ce filet de canette de la Dombes, purée de pois cassés, poitrine de cochon grillée.",Une cuisine de qualité,0,https://www.aubergedebressieux.fr/,/fr/fr/auvergne-rhone-alpes/bressieux/restaurant/auberge-du-chateau, Bressieux,38870,"[5.30723, 45.315479]"
47,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/d2f64fefa8174cf5b905a29cfc4ebd93.jpeg,/fr/fr/auvergne-rhone-alpes/bresson/restaurant/chavant,Gourmande, Chavant,+33 4 76 25 25 38,"2 rue Émile-Chavant, Bresson, 38320, France",Cuisine classique,"Qu'il est doux de venir profiter des beaux jours, dans cette auberge tenue par la famille Chavant depuis 1852 ! La cuisine donne le sourire ; pour le reste, les atouts ne manquent pas – cave à vins, piscine, chambres spacieuses...",Une cuisine de qualité,0,https://www.chavanthotel-boutique.com/,/fr/fr/auvergne-rhone-alpes/bresson/restaurant/chavant, Bresson,38320,"[5.750047, 45.138106]"
48,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/73caf668135b4dbc8073af5408a528b8.jpeg,/fr/fr/auvergne-rhone-alpes/buellas/restaurant/l-intimiste,Gourmande, L'Intimiste - Auberge de Buellas,+33 4 74 24 20 20,"10 route de Buesle, Buellas, 01310, France",Cuisine moderne,"Au centre du village de Buellas, on déguste dans cette salle à manger cosy et intime une cuisine soignée et élaborée, avec un menu unique mettant en avant un produit différent selon la saison : homard, volaille de Bresse, céleri, etc. Menu plus traditionnel au bistrot de l'Auberge.",Une cuisine de qualité,0,https://www.auberge-buellas.com/,/fr/fr/auvergne-rhone-alpes/buellas/restaurant/l-intimiste, Buellas,1310,"[5.133138, 46.209487]"
